date,state,district,pincode,demo_age_5_17,demo_age_17_
27-11-2025,Maharashtra,Mumbai,400012,0,11
27-11-2025,Maharashtra,Mumbai,400015,0,10
27-11-2025,Maharashtra,Mumbai,400037,0,45
27-11-2025,Maharashtra,Mumbai,400054,0,14
27-11-2025,Maharashtra,Mumbai,400056,2,7
27-11-2025,Maharashtra,Mumbai,400057,0,7
27-11-2025,Maharashtra,Mumbai,400063,1,13
27-11-2025,Maharashtra,Mumbai,400071,1,32
27-11-2025,Maharashtra,Mumbai,400077,1,11
27-11-2025,Maharashtra,Mumbai,400084,0,16
27-11-2025,Maharashtra,Mumbai,400088,0,25
27-11-2025,Maharashtra,Mumbai,400095,0,22
27-11-2025,Maharashtra,Mumbai,400097,2,34
27-11-2025,Maharashtra,Mumbai,400098,0,1
27-11-2025,Maharashtra,Mumbai,400099,0,15
27-11-2025,Maharashtra,Mumbai,400104,0,32
27-11-2025,Maharashtra,Mumbai,401209,0,1
27-11-2025,Maharashtra,Mumbai,401210,0,1
27-11-2025,Maharashtra,Mumbai,401503,0,2
27-11-2025,Maharashtra,Mumbai City,400005,1,18
27-11-2025,Maharashtra,Mumbai City,400007,0,3
27-11-2025,Maharashtra,Mumbai City,400011,2,22
27-11-2025,Maharashtra,Mumbai City,400015,2,3
27-11-2025,Maharashtra,Mumbai City,400017,4,34
27-11-2025,Maharashtra,Mumbai Suburban,400042,2,13
27-11-2025,Maharashtra,Mumbai Suburban,400051,3,31
27-11-2025,Maharashtra,Mumbai Suburban,400057,0,10
27-11-2025,Maharashtra,Mumbai Suburban,400059,1,15
27-11-2025,Maharashtra,Mumbai Suburban,400061,0,4
27-11-2025,Maharashtra,Mumbai Suburban,400068,2,39
27-11-2025,Maharashtra,Mumbai Suburban,400070,8,42
27-11-2025,Maharashtra,Mumbai Suburban,400082,0,2
27-11-2025,Maharashtra,Mumbai Suburban,400083,3,15
27-11-2025,Maharashtra,Mumbai Suburban,400094,0,9
27-11-2025,Maharashtra,Mumbai Suburban,400095,1,35
27-11-2025,Maharashtra,Mumbai Suburban,400103,1,15
27-11-2025,Maharashtra,Mumbai Suburban,400104,3,33
27-11-2025,Maharashtra,Nagpur,440001,0,6
27-11-2025,Maharashtra,Nagpur,440010,1,11
27-11-2025,Maharashtra,Nagpur,440016,2,7
27-11-2025,Maharashtra,Nagpur,440024,5,48
27-11-2025,Maharashtra,Nagpur,440025,0,6
27-11-2025,Maharashtra,Nagpur,440034,6,64
27-11-2025,Maharashtra,Nagpur,440035,1,43
27-11-2025,Maharashtra,Nagpur,441002,1,13
27-11-2025,Maharashtra,Nagpur,441102,3,14
27-11-2025,Maharashtra,Nagpur,441105,4,32
27-11-2025,Maharashtra,Nagpur,441110,2,22
27-11-2025,Maharashtra,Nagpur,441111,1,9
27-11-2025,Maharashtra,Nagpur,441112,0,11
27-11-2025,Maharashtra,Nagpur,441210,0,23
27-11-2025,Maharashtra,Nagpur,441306,0,8
27-11-2025,Maharashtra,Nagpur,441502,0,16
27-11-2025,Maharashtra,Nanded,431601,7,53
27-11-2025,Maharashtra,Nanded,431603,1,39
27-11-2025,Maharashtra,Nanded,431704,2,59
27-11-2025,Maharashtra,Nanded,431708,3,68
27-11-2025,Maharashtra,Nanded,431712,3,160
27-11-2025,Maharashtra,Nanded,431714,1,68
27-11-2025,Maharashtra,Nanded,431716,0,11
27-11-2025,Maharashtra,Nanded,431741,0,13
27-11-2025,Maharashtra,Nanded,431801,3,64
27-11-2025,Maharashtra,Nanded,431803,0,10
27-11-2025,Maharashtra,Nandurbar,425410,2,3
27-11-2025,Maharashtra,Nandurbar,425412,1,43
27-11-2025,Maharashtra,Nandurbar,425413,0,5
27-11-2025,Maharashtra,Nandurbar,425426,0,1
27-11-2025,Maharashtra,Nashik,422013,1,7
27-11-2025,Maharashtra,Nashik,422208,2,34
27-11-2025,Maharashtra,Nashik,422211,0,92
27-11-2025,Maharashtra,Nashik,422213,1,16
27-11-2025,Maharashtra,Nashik,422215,1,30
27-11-2025,Maharashtra,Nashik,422502,1,18
27-11-2025,Maharashtra,Nashik,423117,0,22
27-11-2025,Maharashtra,Nashik,423213,0,20
27-11-2025,Maharashtra,Nashik,423502,1,19
27-11-2025,Maharashtra,Osmanabad,413602,1,30
27-11-2025,Maharashtra,Osmanabad,413606,4,96
27-11-2025,Maharashtra,Osmanabad,413623,0,10
27-11-2025,Maharashtra,Palghar,401102,0,9
27-11-2025,Maharashtra,Palghar,401303,10,80
27-11-2025,Maharashtra,Palghar,401304,0,2
27-11-2025,Maharashtra,Palghar,401402,0,2
27-11-2025,Maharashtra,Palghar,401405,0,1
27-11-2025,Maharashtra,Palghar,401603,2,77
27-11-2025,Maharashtra,Palghar,401605,1,42
27-11-2025,Maharashtra,Palghar,401606,1,68
27-11-2025,Maharashtra,Palghar,401702,0,7
27-11-2025,Maharashtra,Parbhani,431502,0,1
27-11-2025,Maharashtra,Parbhani,431505,2,50
27-11-2025,Maharashtra,Pune,410513,2,15
27-11-2025,Maharashtra,Pune,410516,0,11
27-11-2025,Maharashtra,Pune,411006,3,34
27-11-2025,Maharashtra,Pune,411007,1,11
27-11-2025,Maharashtra,Pune,411019,2,40
27-11-2025,Maharashtra,Pune,411021,3,32
27-11-2025,Maharashtra,Pune,411026,3,18
27-11-2025,Maharashtra,Pune,411027,4,27
27-11-2025,Maharashtra,Pune,411047,1,22
27-11-2025,Maharashtra,Pune,411061,1,8
27-11-2025,Maharashtra,Pune,412101,8,55
27-11-2025,Maharashtra,Pune,412105,4,61
27-11-2025,Maharashtra,Pune,412106,3,13
27-11-2025,Maharashtra,Pune,412115,3,27
27-11-2025,Maharashtra,Pune,412209,0,21
27-11-2025,Maharashtra,Pune,412213,1,12
27-11-2025,Maharashtra,Pune,412216,4,27
27-11-2025,Maharashtra,Pune,412301,1,13
27-11-2025,Maharashtra,Pune,412304,1,6
27-11-2025,Maharashtra,Pune,412312,0,2
27-11-2025,Maharashtra,Pune,412412,0,8
27-11-2025,Maharashtra,Raigad,400707,0,2
27-11-2025,Maharashtra,Raigad,402107,0,11
27-11-2025,Maharashtra,Raigad,402201,0,3
27-11-2025,Maharashtra,Raigad,402204,0,1
27-11-2025,Maharashtra,Raigad,402404,0,1
27-11-2025,Maharashtra,Raigad,410221,0,4
27-11-2025,Maharashtra,Raigarh,400707,0,4
27-11-2025,Maharashtra,Raigarh,402104,0,31
27-11-2025,Maharashtra,Raigarh,402110,0,2
27-11-2025,Maharashtra,Raigarh,402111,0,16
27-11-2025,Maharashtra,Raigarh,402116,1,7
27-11-2025,Maharashtra,Raigarh,402117,0,6
27-11-2025,Maharashtra,Raigarh,402126,0,6
27-11-2025,Maharashtra,Raigarh,402308,0,10
27-11-2025,Maharashtra,Raigarh,402309,0,8
27-11-2025,Maharashtra,Raigarh,402404,0,2
27-11-2025,Maharashtra,Raigarh,410210,1,23
27-11-2025,Maharashtra,Raigarh,415213,0,1
27-11-2025,Maharashtra,Ratnagiri,415214,0,5
27-11-2025,Maharashtra,Ratnagiri,415612,3,32
27-11-2025,Maharashtra,Ratnagiri,415629,0,6
27-11-2025,Maharashtra,Ratnagiri,415637,0,1
27-11-2025,Maharashtra,Ratnagiri,415643,1,3
27-11-2025,Maharashtra,Ratnagiri,415701,0,6
27-11-2025,Maharashtra,Ratnagiri,415705,0,6
27-11-2025,Maharashtra,Ratnagiri,415706,0,2
27-11-2025,Maharashtra,Ratnagiri,415710,0,1
27-11-2025,Maharashtra,Ratnagiri,415715,0,2
27-11-2025,Maharashtra,Ratnagiri,415803,0,23
27-11-2025,Maharashtra,Sangli,415305,0,10
27-11-2025,Maharashtra,Sangli,415306,0,13
27-11-2025,Maharashtra,Sangli,415308,1,21
27-11-2025,Maharashtra,Sangli,415313,0,11
27-11-2025,Maharashtra,Sangli,415404,0,14
27-11-2025,Maharashtra,Sangli,416304,2,9
27-11-2025,Maharashtra,Sangli,416307,0,6
27-11-2025,Maharashtra,Sangli,416309,0,9
27-11-2025,Maharashtra,Sangli,416315,0,9
27-11-2025,Maharashtra,Sangli,416411,0,9
27-11-2025,Maharashtra,Sangli,416418,0,27
27-11-2025,Maharashtra,Sangli,416436,2,3
27-11-2025,Maharashtra,Satara,415001,0,17
27-11-2025,Maharashtra,Satara,415015,0,10
27-11-2025,Maharashtra,Satara,415022,0,12
27-11-2025,Maharashtra,Satara,415104,0,7
27-11-2025,Maharashtra,Satara,415105,2,19
27-11-2025,Maharashtra,Satara,415109,1,27
27-11-2025,Maharashtra,Satara,415124,1,26
27-11-2025,Maharashtra,Satara,415207,0,8
27-11-2025,Maharashtra,Satara,415502,0,8
27-11-2025,Maharashtra,Satara,415505,0,11
27-11-2025,Maharashtra,Satara,415507,0,6
27-11-2025,Maharashtra,Satara,415508,1,39
27-11-2025,Maharashtra,Satara,415516,0,1
27-11-2025,Maharashtra,Satara,415524,0,1
27-11-2025,Maharashtra,Satara,415528,1,15
27-11-2025,Maharashtra,Satara,415536,0,3
27-11-2025,Maharashtra,Satara,415538,1,7
27-11-2025,Maharashtra,Sindhudurg,416512,0,10
27-11-2025,Maharashtra,Sindhudurg,416513,0,3
27-11-2025,Maharashtra,Sindhudurg,416524,0,3
27-11-2025,Maharashtra,Sindhudurg,416534,2,0
27-11-2025,Maharashtra,Sindhudurg,416601,1,17
27-11-2025,Maharashtra,Sindhudurg,416805,0,7
27-11-2025,Maharashtra,Sindhudurg,416811,1,7
27-11-2025,Maharashtra,Solapur,413113,2,38
27-11-2025,Maharashtra,Solapur,413212,0,20
27-11-2025,Maharashtra,Solapur,413217,1,10
27-11-2025,Maharashtra,Solapur,413223,2,28
27-11-2025,Maharashtra,Solapur,413250,0,2
27-11-2025,Maharashtra,Solapur,413308,0,19
27-11-2025,Maharashtra,Solapur,413315,1,15
27-11-2025,Maharashtra,Solapur,413322,1,52
27-11-2025,Maharashtra,Solapur,413324,0,36
27-11-2025,Maharashtra,Solapur,413410,0,22
27-11-2025,Maharashtra,Thane,400603,0,10
27-11-2025,Maharashtra,Thane,400606,5,60
27-11-2025,Maharashtra,Thane,400610,1,24
27-11-2025,Maharashtra,Thane,400612,28,179
27-11-2025,Maharashtra,Thane,400706,4,42
27-11-2025,Maharashtra,Thane,401104,0,3
27-11-2025,Maharashtra,Thane,401105,2,48
27-11-2025,Maharashtra,Thane,401203,0,13
27-11-2025,Maharashtra,Thane,401501,0,29
27-11-2025,Maharashtra,Thane,401603,0,58
27-11-2025,Maharashtra,Thane,401605,0,41
27-11-2025,Maharashtra,Thane,401607,0,13
27-11-2025,Maharashtra,Thane,401610,0,7
27-11-2025,Maharashtra,Thane,421301,12,169
27-11-2025,Maharashtra,Thane,421305,5,42
27-11-2025,Maharashtra,Thane,421311,1,13
27-11-2025,Maharashtra,Thane,421401,5,156
27-11-2025,Maharashtra,Thane,421402,1,56
27-11-2025,Maharashtra,Thane,421403,1,45
27-11-2025,Maharashtra,Thane,421502,0,3
27-11-2025,Maharashtra,Thane,421505,0,14
27-11-2025,Maharashtra,Wardha,442101,0,20
27-11-2025,Maharashtra,Wardha,442302,1,7
27-11-2025,Maharashtra,Washim,444402,0,21
27-11-2025,Maharashtra,Washim,444504,2,30
27-11-2025,Maharashtra,Washim *,444105,0,2
27-11-2025,Maharashtra,Washim *,444403,0,1
27-11-2025,Maharashtra,Washim *,444505,0,2
27-11-2025,Maharashtra,Yavatmal,445103,1,139
27-11-2025,Maharashtra,Yavatmal,445110,0,41
27-11-2025,Maharashtra,Yavatmal,445201,0,22
27-11-2025,Maharashtra,Yavatmal,445203,2,50
27-11-2025,Maharashtra,Yavatmal,445206,2,94
27-11-2025,Maharashtra,Yavatmal,445211,1,12
27-11-2025,Maharashtra,Yavatmal,445308,2,85
27-11-2025,Maharashtra,Yavatmal,445323,2,79
27-11-2025,Maharashtra,Yavatmal,445402,2,124
01-12-2025,Maharashtra,Ahilyanagar,413726,0,1
01-12-2025,Maharashtra,Ahilyanagar,414306,0,1
01-12-2025,Maharashtra,Ahilyanagar,414401,0,1
01-12-2025,Maharashtra,Ahilyanagar,414607,0,1
01-12-2025,Maharashtra,Ahilyanagar,422605,0,2
01-12-2025,Maharashtra,Ahilyanagar,422610,0,2
01-12-2025,Maharashtra,Ahmadnagar,413205,2,32
01-12-2025,Maharashtra,Ahmadnagar,413703,0,12
01-12-2025,Maharashtra,Ahmadnagar,413704,1,33
01-12-2025,Maharashtra,Ahmadnagar,413715,2,22
01-12-2025,Maharashtra,Ahmadnagar,413739,2,19
01-12-2025,Maharashtra,Ahmadnagar,414002,0,23
01-12-2025,Maharashtra,Ahmadnagar,414003,2,28
01-12-2025,Maharashtra,Ahmadnagar,414111,1,45
01-12-2025,Maharashtra,Ahmadnagar,414303,0,11
01-12-2025,Maharashtra,Ahmadnagar,414307,0,7
01-12-2025,Maharashtra,Ahmadnagar,414502,1,66
01-12-2025,Maharashtra,Ahmadnagar,414605,0,3
01-12-2025,Maharashtra,Ahmadnagar,414607,0,17
01-12-2025,Maharashtra,Ahmadnagar,422611,0,15
01-12-2025,Maharashtra,Ahmadnagar,423109,3,19
01-12-2025,Maharashtra,Ahmadnagar,423605,1,13
01-12-2025,Maharashtra,Ahmed Nagar,413706,0,1
01-12-2025,Maharashtra,Ahmed Nagar,414101,0,1
01-12-2025,Maharashtra,Ahmed Nagar,422603,0,11
01-12-2025,Maharashtra,Ahmed Nagar,422608,0,1
01-12-2025,Maharashtra,Akola,444002,0,35
01-12-2025,Maharashtra,Akola,444003,0,16
01-12-2025,Maharashtra,Akola,444117,2,12
01-12-2025,Maharashtra,Akola,444405,1,14
01-12-2025,Maharashtra,Akola,444502,0,1
01-12-2025,Maharashtra,Amravati,444607,1,11
01-12-2025,Maharashtra,Amravati,444704,1,25
01-12-2025,Maharashtra,Amravati,444720,0,14
01-12-2025,Maharashtra,Amravati,444803,1,34
01-12-2025,Maharashtra,Amravati,444806,4,30
01-12-2025,Maharashtra,Amravati,444810,1,2
01-12-2025,Maharashtra,Amravati,444901,0,7
01-12-2025,Maharashtra,Amravati,444902,0,1
01-12-2025,Maharashtra,Amravati,444908,0,9
01-12-2025,Maharashtra,Aurangabad,431102,0,16
01-12-2025,Maharashtra,Aurangabad,431112,2,73
01-12-2025,Maharashtra,Aurangabad,431120,1,23
01-12-2025,Maharashtra,Aurangabad,431121,3,45
01-12-2025,Maharashtra,Aurangabad,431132,0,6
01-12-2025,Maharashtra,Aurangabad,431135,5,22
01-12-2025,Maharashtra,Aurangabad,431137,1,16
01-12-2025,Maharashtra,Beed,414203,3,86
01-12-2025,Maharashtra,Beed,431131,7,81
01-12-2025,Maharashtra,Beed,431515,6,39
01-12-2025,Maharashtra,Bhandara,441806,0,7
01-12-2025,Maharashtra,Bhandara,441912,2,20
01-12-2025,Maharashtra,Bhandara,441913,0,9
01-12-2025,Maharashtra,Bhandara,441914,0,18
01-12-2025,Maharashtra,Bid,413249,0,3
01-12-2025,Maharashtra,Bid,414205,0,1
01-12-2025,Maharashtra,Buldana,443101,0,6
01-12-2025,Maharashtra,Buldana,443206,0,3
01-12-2025,Maharashtra,Buldana,443303,0,3
01-12-2025,Maharashtra,Buldana,444301,0,8
01-12-2025,Maharashtra,Buldhana,443101,2,34
01-12-2025,Maharashtra,Buldhana,443201,5,77
01-12-2025,Maharashtra,Buldhana,443203,0,23
01-12-2025,Maharashtra,Buldhana,443204,1,22
01-12-2025,Maharashtra,Buldhana,443301,1,93
01-12-2025,Maharashtra,Buldhana,443403,0,25
01-12-2025,Maharashtra,Buldhana,444301,0,21
01-12-2025,Maharashtra,Buldhana,444306,3,22
01-12-2025,Maharashtra,Buldhana,444501,0,2
01-12-2025,Maharashtra,Chandrapur,441225,2,39
01-12-2025,Maharashtra,Chandrapur,441228,0,8
01-12-2025,Maharashtra,Chandrapur,442403,0,4
01-12-2025,Maharashtra,Chandrapur,442404,0,10
01-12-2025,Maharashtra,Chandrapur,442505,0,3
01-12-2025,Maharashtra,Chandrapur,442702,3,33
01-12-2025,Maharashtra,Chandrapur,442908,1,83
01-12-2025,Maharashtra,Chhatrapati Sambhajinagar,423703,0,2
01-12-2025,Maharashtra,Chhatrapati Sambhajinagar,431005,0,4
01-12-2025,Maharashtra,Chhatrapati Sambhajinagar,431121,0,2
01-12-2025,Maharashtra,Dharashiv,413502,0,4
01-12-2025,Maharashtra,Dharashiv,413504,0,2
01-12-2025,Maharashtra,Dharashiv,413507,0,2
01-12-2025,Maharashtra,Dharashiv,413508,0,1
01-12-2025,Maharashtra,Dharashiv,413510,2,0
01-12-2025,Maharashtra,Dharashiv,413605,0,2
01-12-2025,Maharashtra,Dhule,424303,0,3
01-12-2025,Maharashtra,Dhule,424307,0,10
01-12-2025,Maharashtra,Dhule,424309,1,15
01-12-2025,Maharashtra,Dhule,424318,0,4
01-12-2025,Maharashtra,Dhule,425406,2,24
01-12-2025,Maharashtra,Dhule,425410,0,2
01-12-2025,Maharashtra,Gadchiroli,441209,3,116
01-12-2025,Maharashtra,Gadchiroli,441217,0,22
01-12-2025,Maharashtra,Gadchiroli,442504,0,26
01-12-2025,Maharashtra,Gadchiroli,442604,0,3
01-12-2025,Maharashtra,Gadchiroli,442605,2,30
01-12-2025,Maharashtra,Gadchiroli,442606,1,44
01-12-2025,Maharashtra,Gondia,441701,0,3
01-12-2025,Maharashtra,Gondia,441902,0,1
01-12-2025,Maharashtra,Gondiya,441801,2,37
01-12-2025,Maharashtra,Gondiya,441902,4,56
01-12-2025,Maharashtra,Gondiya *,441614,0,4
01-12-2025,Maharashtra,Gondiya *,441701,0,1
01-12-2025,Maharashtra,Gondiya *,441911,0,1
01-12-2025,Maharashtra,Hingoli,431509,1,13
01-12-2025,Maharashtra,Hingoli *,431542,0,1
01-12-2025,Maharashtra,Jalgaon,424106,0,18
01-12-2025,Maharashtra,Jalgaon,424107,0,4
01-12-2025,Maharashtra,Jalgaon,425105,2,21
01-12-2025,Maharashtra,Jalgaon,425108,1,13
01-12-2025,Maharashtra,Jalgaon,425201,2,38
01-12-2025,Maharashtra,Jalgaon,425305,0,26
01-12-2025,Maharashtra,Jalgaon,425311,0,10
01-12-2025,Maharashtra,Jalgaon,425401,3,33
01-12-2025,Maharashtra,Jalgaon,425502,0,4
01-12-2025,Maharashtra,Jalgaon,425503,1,19
01-12-2025,Maharashtra,Jalgaon,425504,0,13
01-12-2025,Maharashtra,Jalna,431205,1,13
01-12-2025,Maharashtra,Jalna,431213,2,65
01-12-2025,Maharashtra,Jalna,431506,0,2
01-12-2025,Maharashtra,Kolhapur,416002,0,16
01-12-2025,Maharashtra,Kolhapur,416006,2,11
01-12-2025,Maharashtra,Kolhapur,416008,0,20
01-12-2025,Maharashtra,Kolhapur,416113,0,12
01-12-2025,Maharashtra,Kolhapur,416121,0,20
01-12-2025,Maharashtra,Kolhapur,416122,0,30
01-12-2025,Maharashtra,Kolhapur,416143,0,3
01-12-2025,Maharashtra,Kolhapur,416208,1,14
01-12-2025,Maharashtra,Kolhapur,416211,2,25
01-12-2025,Maharashtra,Kolhapur,416221,1,12
01-12-2025,Maharashtra,Kolhapur,416231,0,2
01-12-2025,Maharashtra,Kolhapur,416234,3,17
01-12-2025,Maharashtra,Kolhapur,416508,1,4
01-12-2025,Maharashtra,Latur,413510,0,18
01-12-2025,Maharashtra,Latur,413514,1,42
01-12-2025,Maharashtra,Latur,413519,3,49
01-12-2025,Maharashtra,Latur,413527,3,45
01-12-2025,Maharashtra,Latur,413532,3,31
01-12-2025,Maharashtra,Latur,413544,2,25
01-12-2025,Maharashtra,Latur,413607,3,30
01-12-2025,Maharashtra,Latur,431522,3,22
01-12-2025,Maharashtra,Mumbai,400011,0,15
01-12-2025,Maharashtra,Mumbai,400013,0,6
01-12-2025,Maharashtra,Mumbai,400021,0,3
01-12-2025,Maharashtra,Mumbai,400031,0,21
01-12-2025,Maharashtra,Mumbai,400032,0,1
01-12-2025,Maharashtra,Mumbai,400034,0,3
01-12-2025,Maharashtra,Mumbai,400036,0,2
01-12-2025,Maharashtra,Mumbai,400037,0,46
01-12-2025,Maharashtra,Mumbai,400056,0,13
01-12-2025,Maharashtra,Mumbai,400060,2,18
01-12-2025,Maharashtra,Mumbai,400069,1,18
01-12-2025,Maharashtra,Mumbai,400070,2,31
01-12-2025,Maharashtra,Mumbai,400078,2,37
01-12-2025,Maharashtra,Mumbai,400084,0,19
01-12-2025,Maharashtra,Mumbai,400093,1,19
01-12-2025,Maharashtra,Mumbai,400095,1,20
01-12-2025,Maharashtra,Mumbai,400097,2,39
01-12-2025,Maharashtra,Mumbai,400103,0,9
01-12-2025,Maharashtra,Mumbai,400104,3,27
01-12-2025,Maharashtra,Mumbai,401203,0,1
01-12-2025,Maharashtra,Mumbai,401303,0,2
01-12-2025,Maharashtra,Mumbai,401604,0,1
01-12-2025,Maharashtra,Mumbai City,400003,1,8
01-12-2025,Maharashtra,Mumbai City,400011,1,19
01-12-2025,Maharashtra,Mumbai City,400017,4,48
01-12-2025,Maharashtra,Mumbai City,400020,1,1
01-12-2025,Maharashtra,Mumbai City,400028,0,14
01-12-2025,Maharashtra,Mumbai City,400064,0,6
01-12-2025,Maharashtra,Mumbai Suburban,400024,0,6
01-12-2025,Maharashtra,Mumbai Suburban,400052,0,16
01-12-2025,Maharashtra,Mumbai Suburban,400067,4,69
01-12-2025,Maharashtra,Mumbai Suburban,400071,1,18
01-12-2025,Maharashtra,Mumbai Suburban,400074,2,19
01-12-2025,Maharashtra,Mumbai Suburban,400076,0,4
01-12-2025,Maharashtra,Mumbai Suburban,400077,1,13
01-12-2025,Maharashtra,Mumbai Suburban,400079,2,14
01-12-2025,Maharashtra,Mumbai Suburban,400080,3,28
01-12-2025,Maharashtra,Mumbai Suburban,400081,1,12
01-12-2025,Maharashtra,Mumbai Suburban,400094,0,10
01-12-2025,Maharashtra,Mumbai Suburban,400098,0,3
01-12-2025,Maharashtra,Mumbai Suburban,400099,1,16
01-12-2025,Maharashtra,Mumbai Suburban,400102,2,48
01-12-2025,Maharashtra,Mumbai Suburban,400103,0,7
01-12-2025,Maharashtra,Mumbai( Sub Urban ),400059,0,1
01-12-2025,Maharashtra,Mumbai( Sub Urban ),400067,0,7
01-12-2025,Maharashtra,Mumbai( Sub Urban ),400074,0,6
01-12-2025,Maharashtra,Mumbai( Sub Urban ),400077,0,1
01-12-2025,Maharashtra,Mumbai( Sub Urban ),400088,0,1
01-12-2025,Maharashtra,Mumbai( Sub Urban ),400097,0,4
01-12-2025,Maharashtra,Nagpur,440003,0,8
01-12-2025,Maharashtra,Nagpur,440005,0,2
01-12-2025,Maharashtra,Nagpur,440009,0,27
01-12-2025,Maharashtra,Nagpur,440027,0,19
01-12-2025,Maharashtra,Nagpur,440035,6,37
01-12-2025,Maharashtra,Nagpur,441002,2,5
01-12-2025,Maharashtra,Nagpur,441103,0,8
01-12-2025,Maharashtra,Nagpur,441108,2,39
01-12-2025,Maharashtra,Nagpur,441122,5,17
01-12-2025,Maharashtra,Nagpur,441201,1,12
01-12-2025,Maharashtra,Nagpur,441202,0,11
01-12-2025,Maharashtra,Nagpur,441301,1,12
01-12-2025,Maharashtra,Nagpur,441303,0,1
01-12-2025,Maharashtra,Nanded,431713,0,10
01-12-2025,Maharashtra,Nanded,431803,1,24
01-12-2025,Maharashtra,Nanded,431810,0,5
01-12-2025,Maharashtra,Nandurbar,425409,0,12
01-12-2025,Maharashtra,Nandurbar,425415,0,11
01-12-2025,Maharashtra,Nandurbar,425418,0,12
01-12-2025,Maharashtra,Nandurbar,425423,0,5
01-12-2025,Maharashtra,Nandurbar,425426,0,15
01-12-2025,Maharashtra,Nashik,422004,0,23
01-12-2025,Maharashtra,Nashik,422005,1,5
01-12-2025,Maharashtra,Nashik,422008,3,30
01-12-2025,Maharashtra,Nashik,422104,1,14
01-12-2025,Maharashtra,Nashik,422105,1,4
01-12-2025,Maharashtra,Nashik,422201,0,5
01-12-2025,Maharashtra,Nashik,422203,1,55
01-12-2025,Maharashtra,Nashik,422305,2,27
01-12-2025,Maharashtra,Nashik,422308,1,5
01-12-2025,Maharashtra,Nashik,422403,1,28
01-12-2025,Maharashtra,Nashik,423105,1,26
01-12-2025,Maharashtra,Nashik,423501,3,39
01-12-2025,Maharashtra,Osmanabad,413505,1,41
01-12-2025,Maharashtra,Osmanabad,413506,1,25
01-12-2025,Maharashtra,Osmanabad,413528,0,23
01-12-2025,Maharashtra,Osmanabad,413603,0,49
01-12-2025,Maharashtra,Osmanabad,413623,0,19
01-12-2025,Maharashtra,Palghar,401204,1,1
01-12-2025,Maharashtra,Palghar,401405,0,1
01-12-2025,Maharashtra,Palghar,401606,9,91
01-12-2025,Maharashtra,Palghar,401702,0,20
01-12-2025,Maharashtra,Parbhani,431402,4,57
01-12-2025,Maharashtra,Parbhani,431506,1,64
01-12-2025,Maharashtra,Parbhani,431514,8,133
01-12-2025,Maharashtra,Parbhani,431516,4,33
01-12-2025,Maharashtra,Pune,410401,1,10
01-12-2025,Maharashtra,Pune,410503,2,24
01-12-2025,Maharashtra,Pune,410510,0,4
01-12-2025,Maharashtra,Pune,410513,1,14
01-12-2025,Maharashtra,Pune,410515,0,21
01-12-2025,Maharashtra,Pune,411001,2,43
01-12-2025,Maharashtra,Pune,411011,3,25
01-12-2025,Maharashtra,Pune,411025,1,4
01-12-2025,Maharashtra,Pune,411027,3,48
01-12-2025,Maharashtra,Pune,411032,3,19
01-12-2025,Maharashtra,Pune,411035,3,7
01-12-2025,Maharashtra,Pune,411040,1,16
01-12-2025,Maharashtra,Pune,411041,3,53
01-12-2025,Maharashtra,Pune,411048,7,66
01-12-2025,Maharashtra,Pune,411057,5,59
01-12-2025,Maharashtra,Pune,411061,4,14
01-12-2025,Maharashtra,Pune,412108,0,17
01-12-2025,Maharashtra,Pune,412204,1,9
01-12-2025,Maharashtra,Pune,412206,2,49
01-12-2025,Maharashtra,Pune,412207,6,60
01-12-2025,Maharashtra,Pune,412208,3,53
01-12-2025,Maharashtra,Pune,412213,2,30
01-12-2025,Maharashtra,Pune,412220,1,6
01-12-2025,Maharashtra,Pune,412301,1,12
01-12-2025,Maharashtra,Pune,412307,4,48
01-12-2025,Maharashtra,Pune,412308,5,43
01-12-2025,Maharashtra,Pune,412311,1,3
01-12-2025,Maharashtra,Pune,412408,0,8
01-12-2025,Maharashtra,Pune,412409,3,25
01-12-2025,Maharashtra,Pune,413102,3,78
01-12-2025,Maharashtra,Pune,413104,1,28
01-12-2025,Maharashtra,Pune,413115,0,12
01-12-2025,Maharashtra,Pune,413132,0,24
01-12-2025,Maharashtra,Pune,413211,0,5
01-12-2025,Maharashtra,Raigad,400702,2,14
01-12-2025,Maharashtra,Raigad,400707,0,1
01-12-2025,Maharashtra,Raigad,402104,0,2
01-12-2025,Maharashtra,Raigad,402106,0,2
01-12-2025,Maharashtra,Raigad,402116,0,1
01-12-2025,Maharashtra,Raigad,402302,0,1
01-12-2025,Maharashtra,Raigad,402303,0,1
01-12-2025,Maharashtra,Raigad,402309,1,0
01-12-2025,Maharashtra,Raigad,410101,0,10
01-12-2025,Maharashtra,Raigad,410205,0,2
01-12-2025,Maharashtra,Raigad,410221,0,11
01-12-2025,Maharashtra,Raigarh,400707,0,9
01-12-2025,Maharashtra,Raigarh,402108,0,23
01-12-2025,Maharashtra,Raigarh,402204,0,1
01-12-2025,Maharashtra,Raigarh,402306,0,7
01-12-2025,Maharashtra,Raigarh,402307,0,1
01-12-2025,Maharashtra,Raigarh,410101,0,31
01-12-2025,Maharashtra,Raigarh,410102,0,1
01-12-2025,Maharashtra,Raigarh,410218,1,19
01-12-2025,Maharashtra,Ratnagiri,415203,0,11
01-12-2025,Maharashtra,Ratnagiri,415602,0,3
