date,state,district,pincode,bio_age_5_17,bio_age_17_
15-09-2025,Maharashtra,Buldhana,444108,2,0
15-09-2025,Maharashtra,Buldhana,444202,15,10
15-09-2025,Maharashtra,Buldhana,444304,3,4
15-09-2025,Maharashtra,Buldhana,444312,12,12
15-09-2025,Maharashtra,Chandrapur,441206,42,41
15-09-2025,Maharashtra,Chandrapur,442501,1,0
15-09-2025,Maharashtra,Chandrapur,442914,10,5
15-09-2025,Maharashtra,Chandrapur,442916,13,15
15-09-2025,Maharashtra,Chatrapati Sambhaji Nagar,431001,1,13
15-09-2025,Maharashtra,Chhatrapati Sambhajinagar,431001,3,11
15-09-2025,Maharashtra,Chhatrapati Sambhajinagar,431133,0,1
15-09-2025,Maharashtra,Chhatrapati Sambhajinagar,431136,0,10
15-09-2025,Maharashtra,Dharashiv,413601,0,1
15-09-2025,Maharashtra,Dhule,424002,102,71
15-09-2025,Maharashtra,Dhule,424005,51,13
15-09-2025,Maharashtra,Dhule,424303,5,11
15-09-2025,Maharashtra,Dhule,424306,95,79
15-09-2025,Maharashtra,Dhule,424310,7,10
15-09-2025,Maharashtra,Dhule,425408,52,50
15-09-2025,Maharashtra,Dhule,425410,2,2
15-09-2025,Maharashtra,Dhule,425421,23,13
15-09-2025,Maharashtra,Dhule,425427,32,20
15-09-2025,Maharashtra,Gadchiroli,442704,39,64
15-09-2025,Maharashtra,Gadchiroli,442705,27,30
15-09-2025,Maharashtra,Gondiya,441701,24,17
15-09-2025,Maharashtra,Gondiya,441916,49,35
15-09-2025,Maharashtra,Gondiya *,441916,3,3
15-09-2025,Maharashtra,Hingoli,431514,1,0
15-09-2025,Maharashtra,Hingoli,431542,152,41
15-09-2025,Maharashtra,Jalgaon,424101,63,104
15-09-2025,Maharashtra,Jalgaon,424105,47,57
15-09-2025,Maharashtra,Jalgaon,424201,111,65
15-09-2025,Maharashtra,Jalgaon,424206,193,55
15-09-2025,Maharashtra,Jalgaon,424207,20,15
15-09-2025,Maharashtra,Jalgaon,425001,196,121
15-09-2025,Maharashtra,Jalgaon,425003,22,15
15-09-2025,Maharashtra,Jalgaon,425103,57,23
15-09-2025,Maharashtra,Jalgaon,425201,94,46
15-09-2025,Maharashtra,Jalgaon,425203,22,6
15-09-2025,Maharashtra,Jalgaon,425305,74,38
15-09-2025,Maharashtra,Jalgaon,425306,65,51
15-09-2025,Maharashtra,Jalgaon,425310,84,59
15-09-2025,Maharashtra,Jalgaon,425504,33,25
15-09-2025,Maharashtra,Jalgaon,425507,20,9
15-09-2025,Maharashtra,Jalna,431114,100,93
15-09-2025,Maharashtra,Jalna,431132,38,33
15-09-2025,Maharashtra,Jalna,431135,14,5
15-09-2025,Maharashtra,Jalna,431203,194,151
15-09-2025,Maharashtra,Jalna,431207,26,17
15-09-2025,Maharashtra,Jalna,431211,32,18
15-09-2025,Maharashtra,Jalna,431212,40,35
15-09-2025,Maharashtra,Jalna,431501,75,59
15-09-2025,Maharashtra,Jalna,431502,35,25
15-09-2025,Maharashtra,Jalna,431504,46,43
15-09-2025,Maharashtra,Kolhapur,416005,100,37
15-09-2025,Maharashtra,Kolhapur,416011,1,0
15-09-2025,Maharashtra,Kolhapur,416109,21,13
15-09-2025,Maharashtra,Kolhapur,416118,41,9
15-09-2025,Maharashtra,Kolhapur,416205,82,23
15-09-2025,Maharashtra,Kolhapur,416206,13,9
15-09-2025,Maharashtra,Kolhapur,416208,11,5
15-09-2025,Maharashtra,Kolhapur,416216,45,14
15-09-2025,Maharashtra,Kolhapur,416219,59,8
15-09-2025,Maharashtra,Kolhapur,416230,11,13
15-09-2025,Maharashtra,Kolhapur,416504,13,3
15-09-2025,Maharashtra,Kolhapur,416505,34,10
15-09-2025,Maharashtra,Latur,413516,15,11
15-09-2025,Maharashtra,Latur,413518,23,21
15-09-2025,Maharashtra,Latur,413524,17,19
15-09-2025,Maharashtra,Latur,413529,19,11
15-09-2025,Maharashtra,Latur,413531,51,42
15-09-2025,Maharashtra,Mumbai,400013,3,5
15-09-2025,Maharashtra,Mumbai,400017,20,41
15-09-2025,Maharashtra,Mumbai,400020,1,0
15-09-2025,Maharashtra,Mumbai,400021,0,1
15-09-2025,Maharashtra,Mumbai,400022,15,27
15-09-2025,Maharashtra,Mumbai,400033,6,2
15-09-2025,Maharashtra,Mumbai,400050,4,14
15-09-2025,Maharashtra,Mumbai,400054,3,15
15-09-2025,Maharashtra,Mumbai,400057,0,7
15-09-2025,Maharashtra,Mumbai,400066,12,16
15-09-2025,Maharashtra,Mumbai,400068,14,43
15-09-2025,Maharashtra,Mumbai,400070,28,36
15-09-2025,Maharashtra,Mumbai,400074,14,14
15-09-2025,Maharashtra,Mumbai,400078,49,40
15-09-2025,Maharashtra,Mumbai,400083,15,23
15-09-2025,Maharashtra,Mumbai,400084,28,15
15-09-2025,Maharashtra,Mumbai,400093,17,15
15-09-2025,Maharashtra,Mumbai,400095,15,35
15-09-2025,Maharashtra,Mumbai,400099,3,13
15-09-2025,Maharashtra,Mumbai,400101,16,29
15-09-2025,Maharashtra,Mumbai,401202,0,1
15-09-2025,Maharashtra,Mumbai City,400002,3,3
15-09-2025,Maharashtra,Mumbai City,400007,1,2
15-09-2025,Maharashtra,Mumbai City,400009,5,1
15-09-2025,Maharashtra,Mumbai City,400010,7,3
15-09-2025,Maharashtra,Mumbai City,400012,28,5
15-09-2025,Maharashtra,Mumbai City,400018,4,3
15-09-2025,Maharashtra,Mumbai City,400022,9,2
15-09-2025,Maharashtra,Mumbai City,400033,6,2
15-09-2025,Maharashtra,Mumbai Suburban,400060,11,9
15-09-2025,Maharashtra,Mumbai Suburban,400061,5,3
15-09-2025,Maharashtra,Mumbai Suburban,400064,7,6
15-09-2025,Maharashtra,Mumbai Suburban,400065,11,6
15-09-2025,Maharashtra,Mumbai Suburban,400067,69,37
15-09-2025,Maharashtra,Mumbai Suburban,400078,44,14
15-09-2025,Maharashtra,Mumbai Suburban,400093,12,10
15-09-2025,Maharashtra,Mumbai Suburban,400102,8,12
15-09-2025,Maharashtra,Mumbai( Sub Urban ),400043,5,2
15-09-2025,Maharashtra,Mumbai( Sub Urban ),400069,0,1
15-09-2025,Maharashtra,Mumbai( Sub Urban ),400071,0,3
31-08-2025,Maharashtra,Ahmadnagar,413709,2,3
31-08-2025,Maharashtra,Ahmadnagar,413725,2,2
31-08-2025,Maharashtra,Ahmadnagar,413739,1,0
31-08-2025,Maharashtra,Ahmadnagar,414401,1,2
31-08-2025,Maharashtra,Ahmadnagar,414402,0,1
31-08-2025,Maharashtra,Amravati,444807,3,0
31-08-2025,Maharashtra,Aurangabad,423701,0,1
31-08-2025,Maharashtra,Aurangabad,423702,3,9
31-08-2025,Maharashtra,Aurangabad,431003,3,3
31-08-2025,Maharashtra,Aurangabad,431103,0,1
31-08-2025,Maharashtra,Aurangabad,431105,2,0
31-08-2025,Maharashtra,Aurangabad,431112,1,0
31-08-2025,Maharashtra,Aurangabad,431150,0,1
31-08-2025,Maharashtra,Beed,431122,1,0
31-08-2025,Maharashtra,Beed,431123,3,1
31-08-2025,Maharashtra,Buldhana,443001,0,1
31-08-2025,Maharashtra,Buldhana,443101,2,0
31-08-2025,Maharashtra,Chhatrapati Sambhajinagar,431010,0,1
31-08-2025,Maharashtra,Gondiya,441614,0,1
31-08-2025,Maharashtra,Gondiya,441801,1,0
31-08-2025,Maharashtra,Jalgaon,424201,0,5
31-08-2025,Maharashtra,Jalgaon,425002,1,2
31-08-2025,Maharashtra,Jalgaon,425116,1,0
31-08-2025,Maharashtra,Jalgaon,425401,2,1
31-08-2025,Maharashtra,Jalgaon,425503,3,3
31-08-2025,Maharashtra,Jalna,431207,0,1
31-08-2025,Maharashtra,Jalna,431501,13,7
31-08-2025,Maharashtra,Jalna,431504,2,0
31-08-2025,Maharashtra,Kolhapur,416006,0,1
31-08-2025,Maharashtra,Kolhapur,416012,1,1
31-08-2025,Maharashtra,Kolhapur,416109,2,1
31-08-2025,Maharashtra,Kolhapur,416114,0,1
31-08-2025,Maharashtra,Kolhapur,416205,4,15
31-08-2025,Maharashtra,Kolhapur,416501,3,2
31-08-2025,Maharashtra,Latur,413516,0,2
31-08-2025,Maharashtra,Mumbai,400011,0,2
31-08-2025,Maharashtra,Mumbai,400019,0,1
31-08-2025,Maharashtra,Mumbai,400050,1,2
31-08-2025,Maharashtra,Mumbai,400068,0,3
31-08-2025,Maharashtra,Mumbai,400086,1,2
31-08-2025,Maharashtra,Mumbai,400096,1,0
31-08-2025,Maharashtra,Mumbai,400102,1,6
31-08-2025,Maharashtra,Mumbai City,400008,1,3
31-08-2025,Maharashtra,Mumbai City,400037,1,1
31-08-2025,Maharashtra,Mumbai Suburban,400055,0,1
31-08-2025,Maharashtra,Mumbai Suburban,400057,0,4
31-08-2025,Maharashtra,Mumbai Suburban,400061,3,0
31-08-2025,Maharashtra,Mumbai Suburban,400077,1,0
31-08-2025,Maharashtra,Mumbai Suburban,400079,1,0
31-08-2025,Maharashtra,Mumbai Suburban,400086,2,0
31-08-2025,Maharashtra,Mumbai Suburban,400088,1,0
31-08-2025,Maharashtra,Mumbai Suburban,400104,1,0
31-08-2025,Maharashtra,Mumbai( Sub Urban ),400097,0,1
31-08-2025,Maharashtra,Nagpur,440003,1,0
31-08-2025,Maharashtra,Nagpur,440022,0,3
31-08-2025,Maharashtra,Nagpur,441108,1,1
31-08-2025,Maharashtra,Nagpur,441111,0,3
31-08-2025,Maharashtra,Nagpur,441112,1,1
31-08-2025,Maharashtra,Nagpur,441204,0,1
31-08-2025,Maharashtra,Nagpur,441214,6,2
31-08-2025,Maharashtra,Nanded,431606,0,1
31-08-2025,Maharashtra,Nanded,431745,0,1
31-08-2025,Maharashtra,Nashik,422010,0,5
31-08-2025,Maharashtra,Nashik,423203,25,23
31-08-2025,Maharashtra,Palghar,401208,1,4
31-08-2025,Maharashtra,Palghar,401402,0,1
31-08-2025,Maharashtra,Parbhani,431516,1,2
31-08-2025,Maharashtra,Pune,410502,0,3
31-08-2025,Maharashtra,Pune,411006,5,7
31-08-2025,Maharashtra,Pune,411013,6,3
31-08-2025,Maharashtra,Pune,411014,4,2
31-08-2025,Maharashtra,Pune,411017,4,0
31-08-2025,Maharashtra,Pune,411021,0,1
31-08-2025,Maharashtra,Pune,411025,0,1
31-08-2025,Maharashtra,Pune,411027,0,1
31-08-2025,Maharashtra,Pune,411030,1,0
31-08-2025,Maharashtra,Pune,411036,0,2
31-08-2025,Maharashtra,Pune,411040,0,2
31-08-2025,Maharashtra,Pune,411041,11,10
31-08-2025,Maharashtra,Pune,411052,1,1
31-08-2025,Maharashtra,Pune,411057,3,2
31-08-2025,Maharashtra,Pune,411062,1,1
31-08-2025,Maharashtra,Pune,412101,5,7
31-08-2025,Maharashtra,Pune,412105,2,2
31-08-2025,Maharashtra,Pune,412209,1,1
31-08-2025,Maharashtra,Pune,412211,8,6
31-08-2025,Maharashtra,Pune,412218,5,4
31-08-2025,Maharashtra,Pune,412411,2,0
31-08-2025,Maharashtra,Ratnagiri,415712,1,0
31-08-2025,Maharashtra,Satara,415004,1,0
31-08-2025,Maharashtra,Satara,415019,0,1
31-08-2025,Maharashtra,Satara,415112,0,1
31-08-2025,Maharashtra,Solapur,413004,0,2
31-08-2025,Maharashtra,Solapur,413006,1,2
31-08-2025,Maharashtra,Solapur,413208,1,1
31-08-2025,Maharashtra,Solapur,413216,0,8
31-08-2025,Maharashtra,Solapur,413251,1,0
31-08-2025,Maharashtra,Solapur,413253,0,1
31-08-2025,Maharashtra,Solapur,413306,3,1
31-08-2025,Maharashtra,Solapur,413409,0,1
31-08-2025,Maharashtra,Thane,400604,4,8
31-08-2025,Maharashtra,Thane,400608,0,2
31-08-2025,Maharashtra,Thane,400706,6,11
31-08-2025,Maharashtra,Thane,400709,7,5
31-08-2025,Maharashtra,Thane,401209,0,4
31-08-2025,Maharashtra,Thane,421001,2,7
31-08-2025,Maharashtra,Thane,421002,1,3
31-08-2025,Maharashtra,Thane,421102,1,4
31-08-2025,Maharashtra,Thane,421204,3,6
31-08-2025,Maharashtra,Wardha,442104,0,1
31-08-2025,Maharashtra,Washim,444510,0,1
31-08-2025,Maharashtra,Yavatmal,445001,0,2
02-09-2025,Maharashtra,Ahmadnagar,413712,3,4
02-09-2025,Maharashtra,Ahmadnagar,413716,3,6
02-09-2025,Maharashtra,Ahmadnagar,413717,0,2
02-09-2025,Maharashtra,Ahmadnagar,414002,5,10
02-09-2025,Maharashtra,Ahmadnagar,414005,6,10
02-09-2025,Maharashtra,Ahmadnagar,414102,15,62
02-09-2025,Maharashtra,Ahmadnagar,414106,4,15
02-09-2025,Maharashtra,Ahmadnagar,414301,1,0
02-09-2025,Maharashtra,Ahmadnagar,414306,2,1
02-09-2025,Maharashtra,Ahmadnagar,414402,26,17
02-09-2025,Maharashtra,Ahmadnagar,414601,3,9
02-09-2025,Maharashtra,Ahmadnagar,414606,1,1
02-09-2025,Maharashtra,Ahmadnagar,423107,8,12
02-09-2025,Maharashtra,Ahmadnagar,423602,3,16
02-09-2025,Maharashtra,Ahmadnagar,423604,1,1
02-09-2025,Maharashtra,Ahmed Nagar,413738,0,1
02-09-2025,Maharashtra,Akola,444001,83,113
02-09-2025,Maharashtra,Akola,444103,3,16
02-09-2025,Maharashtra,Akola,444110,9,1
02-09-2025,Maharashtra,Akola,444111,4,2
02-09-2025,Maharashtra,Akola,444511,10,16
02-09-2025,Maharashtra,Amravati,444605,3,7
02-09-2025,Maharashtra,Amravati,444720,10,8
02-09-2025,Maharashtra,Amravati,444801,16,29
02-09-2025,Maharashtra,Amravati,444805,5,17
02-09-2025,Maharashtra,Amravati,444807,1,22
02-09-2025,Maharashtra,Amravati,444902,5,10
02-09-2025,Maharashtra,Amravati,444907,3,16
02-09-2025,Maharashtra,Aurangabad,423702,17,30
02-09-2025,Maharashtra,Aurangabad,423703,9,18
02-09-2025,Maharashtra,Aurangabad,431001,172,243
02-09-2025,Maharashtra,Aurangabad,431005,6,9
02-09-2025,Maharashtra,Aurangabad,431105,25,32
02-09-2025,Maharashtra,Aurangabad,431132,3,1
02-09-2025,Maharashtra,Aurangabad,431133,31,58
02-09-2025,Maharashtra,Aurangabad,431134,4,4
02-09-2025,Maharashtra,Aurangabad,431147,8,10
02-09-2025,Maharashtra,Aurangabad,431148,8,8
02-09-2025,Maharashtra,Beed,413229,4,11
02-09-2025,Maharashtra,Beed,414202,36,12
02-09-2025,Maharashtra,Beed,414203,27,43
02-09-2025,Maharashtra,Beed,431123,39,63
02-09-2025,Maharashtra,Beed,431129,57,29
02-09-2025,Maharashtra,Beed,431130,37,36
02-09-2025,Maharashtra,Beed,431142,8,5
02-09-2025,Maharashtra,Beed,431515,89,48
02-09-2025,Maharashtra,Bhandara,441802,29,33
02-09-2025,Maharashtra,Bhandara,441806,2,0
02-09-2025,Maharashtra,Bhandara,441912,16,13
02-09-2025,Maharashtra,Bid,431131,0,9
02-09-2025,Maharashtra,Bid,431517,1,28
02-09-2025,Maharashtra,Bid,431523,0,9
02-09-2025,Maharashtra,Buldana,444306,1,6
02-09-2025,Maharashtra,Buldana,444312,0,1
02-09-2025,Maharashtra,Buldhana,443106,38,16
02-09-2025,Maharashtra,Buldhana,443301,47,51
02-09-2025,Maharashtra,Buldhana,443304,39,4
02-09-2025,Maharashtra,Buldhana,443403,7,13
02-09-2025,Maharashtra,Buldhana,444108,1,2
02-09-2025,Maharashtra,Buldhana,444306,8,9
02-09-2025,Maharashtra,Chandrapur,441221,11,13
02-09-2025,Maharashtra,Chandrapur,441224,7,22
02-09-2025,Maharashtra,Chandrapur,441225,6,15
02-09-2025,Maharashtra,Chandrapur,442402,0,3
02-09-2025,Maharashtra,Chandrapur,442503,1,2
02-09-2025,Maharashtra,Chandrapur,442701,11,28
02-09-2025,Maharashtra,Chandrapur,442907,10,16
02-09-2025,Maharashtra,Chandrapur,442908,4,21
02-09-2025,Maharashtra,Chhatrapati Sambhajinagar,431103,0,3
02-09-2025,Maharashtra,Chhatrapati Sambhajinagar,431107,1,0
02-09-2025,Maharashtra,Chhatrapati Sambhajinagar,431110,0,1
02-09-2025,Maharashtra,Chhatrapati Sambhajinagar,431134,0,1
02-09-2025,Maharashtra,Chhatrapati Sambhajinagar,431136,0,4
02-09-2025,Maharashtra,Dharashiv,413505,0,1
02-09-2025,Maharashtra,Dharashiv,413525,0,1
02-09-2025,Maharashtra,Dharashiv,413528,0,1
02-09-2025,Maharashtra,Dharashiv,413602,0,1
02-09-2025,Maharashtra,Dharashiv,413604,0,1
02-09-2025,Maharashtra,Dharashiv,413606,0,2
02-09-2025,Maharashtra,Dhule,424001,64,45
02-09-2025,Maharashtra,Dhule,424303,3,4
02-09-2025,Maharashtra,Dhule,424311,23,7
02-09-2025,Maharashtra,Dhule,425403,2,2
02-09-2025,Maharashtra,Dhule,425404,10,9
02-09-2025,Maharashtra,Dhule,425405,56,58
02-09-2025,Maharashtra,Gadchiroli,441208,4,9
02-09-2025,Maharashtra,Gadchiroli,442704,16,74
02-09-2025,Maharashtra,Gondiya,441601,25,60
02-09-2025,Maharashtra,Gondiya,441614,24,40
02-09-2025,Maharashtra,Gondiya,441802,1,0
02-09-2025,Maharashtra,Gondiya,441807,6,26
02-09-2025,Maharashtra,Hingoli,431510,6,3
02-09-2025,Maharashtra,Hingoli,431542,39,37
02-09-2025,Maharashtra,Jalgaon,424105,17,34
02-09-2025,Maharashtra,Jalgaon,424204,6,17
02-09-2025,Maharashtra,Jalgaon,424207,8,16
02-09-2025,Maharashtra,Jalgaon,425002,27,51
02-09-2025,Maharashtra,Jalgaon,425101,1,2
02-09-2025,Maharashtra,Jalgaon,425102,0,1
02-09-2025,Maharashtra,Jalgaon,425109,28,55
02-09-2025,Maharashtra,Jalgaon,425201,18,29
02-09-2025,Maharashtra,Jalgaon,425305,6,8
02-09-2025,Maharashtra,Jalgaon,425504,39,17
02-09-2025,Maharashtra,Jalgaon,425506,0,8
02-09-2025,Maharashtra,Jalna,431007,0,1
02-09-2025,Maharashtra,Jalna,431112,4,4
02-09-2025,Maharashtra,Jalna,431202,25,23
02-09-2025,Maharashtra,Jalna,431207,13,30
02-09-2025,Maharashtra,Kolhapur,416006,1,2
02-09-2025,Maharashtra,Kolhapur,416010,1,0
02-09-2025,Maharashtra,Kolhapur,416115,5,8
02-09-2025,Maharashtra,Kolhapur,416116,2,11
02-09-2025,Maharashtra,Kolhapur,416202,3,4
02-09-2025,Maharashtra,Kolhapur,416207,1,0
02-09-2025,Maharashtra,Kolhapur,416214,2,1
02-09-2025,Maharashtra,Kolhapur,416220,1,1
02-09-2025,Maharashtra,Kolhapur,416229,0,4
02-09-2025,Maharashtra,Kolhapur,416503,6,3
02-09-2025,Maharashtra,Latur,413502,1,0
02-09-2025,Maharashtra,Latur,413510,1,9
02-09-2025,Maharashtra,Latur,413512,65,86
02-09-2025,Maharashtra,Latur,413529,6,13
02-09-2025,Maharashtra,Mumbai,400003,2,3
02-09-2025,Maharashtra,Mumbai,400007,0,2
02-09-2025,Maharashtra,Mumbai,400014,0,5
02-09-2025,Maharashtra,Mumbai,400028,1,5
02-09-2025,Maharashtra,Mumbai,400031,1,4
02-09-2025,Maharashtra,Mumbai,400036,0,1
02-09-2025,Maharashtra,Mumbai,400052,2,4
02-09-2025,Maharashtra,Mumbai,400063,3,6
02-09-2025,Maharashtra,Mumbai,400072,12,20
02-09-2025,Maharashtra,Mumbai,400077,6,2
02-09-2025,Maharashtra,Mumbai,400079,5,3
02-09-2025,Maharashtra,Mumbai,400087,2,6
02-09-2025,Maharashtra,Mumbai,400089,3,7
02-09-2025,Maharashtra,Mumbai,400092,2,4
02-09-2025,Maharashtra,Mumbai,400098,1,0
02-09-2025,Maharashtra,Mumbai,400101,7,19
02-09-2025,Maharashtra,Mumbai City,400008,7,1
02-09-2025,Maharashtra,Mumbai City,400019,1,1
02-09-2025,Maharashtra,Mumbai City,400034,1,2
02-09-2025,Maharashtra,Mumbai City,400037,20,18
02-09-2025,Maharashtra,Mumbai City,400064,0,1
02-09-2025,Maharashtra,Mumbai Suburban,400060,8,3
02-09-2025,Maharashtra,Mumbai Suburban,400061,3,1
02-09-2025,Maharashtra,Mumbai Suburban,400076,2,1
02-09-2025,Maharashtra,Mumbai Suburban,400078,8,3
02-09-2025,Maharashtra,Mumbai Suburban,400079,3,1
02-09-2025,Maharashtra,Mumbai Suburban,400084,4,2
02-09-2025,Maharashtra,Mumbai Suburban,400087,3,1
02-09-2025,Maharashtra,Mumbai Suburban,400088,7,7
02-09-2025,Maharashtra,Mumbai Suburban,400091,5,1
02-09-2025,Maharashtra,Mumbai Suburban,400097,14,7
02-09-2025,Maharashtra,Mumbai( Sub Urban ),400060,0,1
02-09-2025,Maharashtra,Mumbai( Sub Urban ),400089,0,1
02-09-2025,Maharashtra,Mumbai( Sub Urban ),400095,0,1
02-09-2025,Maharashtra,Nagpur,440001,1,4
02-09-2025,Maharashtra,Nagpur,440008,15,45
02-09-2025,Maharashtra,Nagpur,440023,17,46
02-09-2025,Maharashtra,Nagpur,441002,2,23
02-09-2025,Maharashtra,Nagpur,441105,1,7
02-09-2025,Maharashtra,Nagpur,441112,0,10
02-09-2025,Maharashtra,Nagpur,441303,2,6
02-09-2025,Maharashtra,Nagpur,441305,2,6
02-09-2025,Maharashtra,Nagpur,441306,4,9
02-09-2025,Maharashtra,Nanded,431602,12,26
02-09-2025,Maharashtra,Nanded,431713,0,3
02-09-2025,Maharashtra,Nanded,431719,5,2
02-09-2025,Maharashtra,Nanded,431721,8,26
02-09-2025,Maharashtra,Nanded,431742,5,14
02-09-2025,Maharashtra,Nanded,431804,14,46
02-09-2025,Maharashtra,Nanded,431805,9,39
02-09-2025,Maharashtra,Nanded,431811,0,4
02-09-2025,Maharashtra,Nandurbar,425411,3,9
02-09-2025,Maharashtra,Nandurbar,425415,10,21
02-09-2025,Maharashtra,Nandurbar,425416,7,10
02-09-2025,Maharashtra,Nandurbar *,425409,0,7
02-09-2025,Maharashtra,Nandurbar *,425413,0,1
02-09-2025,Maharashtra,Nandurbar *,425414,0,3
02-09-2025,Maharashtra,Nashik,422010,18,39
02-09-2025,Maharashtra,Nashik,422201,3,1
02-09-2025,Maharashtra,Nashik,422205,10,16
02-09-2025,Maharashtra,Nashik,422212,14,33
02-09-2025,Maharashtra,Nashik,422214,1,2
02-09-2025,Maharashtra,Nashik,422222,0,7
02-09-2025,Maharashtra,Nashik,422304,6,14
02-09-2025,Maharashtra,Nashik,422402,22,50
02-09-2025,Maharashtra,Nashik,422502,44,23
02-09-2025,Maharashtra,Nashik,423104,25,35
02-09-2025,Maharashtra,Nashik,423106,35,74
02-09-2025,Maharashtra,Nashik,423111,11,32
02-09-2025,Maharashtra,Nashik,423208,5,8
02-09-2025,Maharashtra,Nashik,423401,29,47
02-09-2025,Maharashtra,Nashik,423402,1,9
02-09-2025,Maharashtra,Nashik,423502,32,41
02-09-2025,Maharashtra,Nashik,424109,9,20
02-09-2025,Maharashtra,Osmanabad,413506,3,5
02-09-2025,Maharashtra,Palghar,401403,20,13
02-09-2025,Maharashtra,Palghar,401405,0,1
02-09-2025,Maharashtra,Palghar,401501,7,9
02-09-2025,Maharashtra,Palghar,401503,2,1
02-09-2025,Maharashtra,Palghar,401606,81,33
02-09-2025,Maharashtra,Parbhani,431506,35,27
02-09-2025,Maharashtra,Pune,410509,4,4
02-09-2025,Maharashtra,Pune,411014,19,33
02-09-2025,Maharashtra,Pune,411024,1,4
02-09-2025,Maharashtra,Pune,411025,0,4
02-09-2025,Maharashtra,Pune,411027,16,30
02-09-2025,Maharashtra,Pune,411032,4,4
02-09-2025,Maharashtra,Pune,411033,37,48
02-09-2025,Maharashtra,Pune,411036,2,3
02-09-2025,Maharashtra,Pune,411039,14,31
02-09-2025,Maharashtra,Pune,411041,17,19
02-09-2025,Maharashtra,Pune,411044,9,5
02-09-2025,Maharashtra,Pune,411060,7,4
02-09-2025,Maharashtra,Pune,412105,16,44
02-09-2025,Maharashtra,Pune,412115,32,8
02-09-2025,Maharashtra,Pune,412203,10,9
02-09-2025,Maharashtra,Pune,412206,21,3
02-09-2025,Maharashtra,Pune,412212,0,1
02-09-2025,Maharashtra,Pune,412216,6,9
02-09-2025,Maharashtra,Pune,412220,5,1
02-09-2025,Maharashtra,Pune,412303,6,8
02-09-2025,Maharashtra,Pune,412304,9,5
02-09-2025,Maharashtra,Pune,412305,3,8
02-09-2025,Maharashtra,Pune,412307,17,9
02-09-2025,Maharashtra,Pune,412401,1,4
02-09-2025,Maharashtra,Pune,412403,1,1
02-09-2025,Maharashtra,Pune,412411,15,4
02-09-2025,Maharashtra,Pune,413120,15,12
02-09-2025,Maharashtra,Pune,413132,8,11
02-09-2025,Maharashtra,Pune,413133,1,4
02-09-2025,Maharashtra,Pune,413801,26,26
02-09-2025,Maharashtra,Raigad,402103,2,0
02-09-2025,Maharashtra,Raigad,402107,2,1
02-09-2025,Maharashtra,Raigad,402209,1,0
02-09-2025,Maharashtra,Raigad,410210,2,4
02-09-2025,Maharashtra,Raigarh,400703,1,1
02-09-2025,Maharashtra,Raigarh,402109,4,8
02-09-2025,Maharashtra,Raigarh,402120,1,0
02-09-2025,Maharashtra,Raigarh,402404,0,1
02-09-2025,Maharashtra,Raigarh,410201,1,2
02-09-2025,Maharashtra,Raigarh,410206,25,26
02-09-2025,Maharashtra,Raigarh,410222,2,2
02-09-2025,Maharashtra,Raigarh(MH),410206,0,1
02-09-2025,Maharashtra,Raigarh(MH),410218,0,2
02-09-2025,Maharashtra,Ratnagiri,415604,0,4
02-09-2025,Maharashtra,Ratnagiri,415615,0,1
02-09-2025,Maharashtra,Ratnagiri,415719,0,1
02-09-2025,Maharashtra,Ratnagiri,415722,1,3
02-09-2025,Maharashtra,Ratnagiri,415727,0,2
02-09-2025,Maharashtra,Ratnagiri,415804,0,1
02-09-2025,Maharashtra,Ratnagiri,416702,2,1
02-09-2025,Maharashtra,Sangli,415301,7,8
02-09-2025,Maharashtra,Sangli,415303,4,12
02-09-2025,Maharashtra,Sangli,415306,4,2
02-09-2025,Maharashtra,Sangli,415310,1,3
02-09-2025,Maharashtra,Sangli,415403,4,8
02-09-2025,Maharashtra,Sangli,415406,3,1
02-09-2025,Maharashtra,Sangli,415407,3,8
02-09-2025,Maharashtra,Sangli,415411,5,3
02-09-2025,Maharashtra,Sangli,416301,7,15
02-09-2025,Maharashtra,Sangli,416302,1,10
02-09-2025,Maharashtra,Sangli,416309,3,4
02-09-2025,Maharashtra,Sangli,416312,17,26
02-09-2025,Maharashtra,Sangli,416314,4,1
02-09-2025,Maharashtra,Sangli,416316,7,2
02-09-2025,Maharashtra,Sangli,416403,5,14
02-09-2025,Maharashtra,Sangli,416408,2,1
02-09-2025,Maharashtra,Sangli,416416,69,70
02-09-2025,Maharashtra,Sangli,416418,0,2
02-09-2025,Maharashtra,Satara,412804,2,2
02-09-2025,Maharashtra,Satara,412805,0,1
02-09-2025,Maharashtra,Satara,415003,2,5
02-09-2025,Maharashtra,Satara,415014,2,2
02-09-2025,Maharashtra,Satara,415103,2,7
02-09-2025,Maharashtra,Satara,415105,4,9
02-09-2025,Maharashtra,Satara,415108,7,9
02-09-2025,Maharashtra,Satara,415206,9,10
02-09-2025,Maharashtra,Satara,415503,2,5
02-09-2025,Maharashtra,Satara,415505,7,2
02-09-2025,Maharashtra,Satara,415506,21,21
02-09-2025,Maharashtra,Satara,415508,47,21
02-09-2025,Maharashtra,Satara,415520,1,8
02-09-2025,Maharashtra,Satara,415525,11,7
02-09-2025,Maharashtra,Sindhudurg,416516,0,2
02-09-2025,Maharashtra,Sindhudurg,416519,1,2
02-09-2025,Maharashtra,Sindhudurg,416528,0,1
